nome,sku,blingId,arquivo_imagem,fonte,status_imagem
"VAMOS SER FELIZ GEL","3104000004713","16665984372","vamos-ser-feliz-gel.png","ID_OK","VISIVEL"
"FOFATOBA GEL","3104000004712","16665983308","fofatoba-gel.png","ID_OK","VISIVEL"
"PIROCAXONA GEL","3104000004710","16665981290","","SEM_IMAGEM","OCULTO"
"PIROCADURA GEL","3104000004709","16665980303","pirocadura-gel.png","ID_OK","VISIVEL"
"JANUMETE GEL","3104000004708","16665979397","","SEM_IMAGEM","OCULTO"
"BEIJO GREGO GEL","3104000004707","16665978375","beijo-grego-gel.png","ID_OK","VISIVEL"
"ANIS SEX GEL","3104000004706","16665977809","anis-sex-gel.png","ID_OK","VISIVEL"
"METIOULATE GEL","3104000004705","16665975869","metioulate-gel.png","ID_OK","VISIVEL"
"RIVOSEX GEL","3104000004704","16665975199","rivosex-gel.png","ID_OK","VISIVEL"
"KAMA SUTRA GEL","3104000004703","16665973621","kama-sutra-gel.png","ID_OK","VISIVEL"
"GARGANTA PROFUNDA MAÇA VERDE","3104000004702","16665920073","","SEM_IMAGEM","OCULTO"
"GARGANTA PROFUNDA MORANGO COM LICHIA","3104000004701","16665919468","","SEM_IMAGEM","OCULTO"
"LUB-PLUS GEL15ML","3104000004700","16665917438","","SEM_IMAGEM","OCULTO"
"LUB-PLUS GEL 100ML","3104000004699","16665916691","","SEM_IMAGEM","OCULTO"
"K-MED GEL INTIMO","3104000004698","16665874523","k-med-gel-intimo.png","SKU_OK","VISIVEL"
"MASTURBADOR EGG VERDE SEXY","3104000004697","16665846287","masturbador-egg-verde-sexy-3104000004697.jpg","ID_OK","VISIVEL"
"MASTURBADOR EGG BEGE SEXY","3104000004696","16665845000","","SEM_IMAGEM","OCULTO"
"MASTURBADOR EGG ROXO SEXY","3104000004695","16665844281","egg-wavy.png","ID_OK","VISIVEL"
"MASTURBADOR EGG ROSA SEXY","3104000004694","16665843407","egg-stepper.png","ID_OK","VISIVEL"
